review_id,sentence,tags
train_0430,大小正好。这款偏小，建议拍大一号。连续用也不烫手,建议买大一码|尺码合适|不发烫
train_0431,鞋垫不平整,鞋垫不平
train_0432,味道很不错。日期很新，很新鲜,味道不错|很新鲜
train_0433,玩一会儿就很烫。尺码刚刚好。穿着很舒适,容易发热|穿着舒适|尺码合适
train_0434,香精味太重,香味不对
train_0435,物流很快，而且缝线歪歪扭扭，而且续航太差了,做工粗糙|续航差|发货快
train_0436,当天就发货了。用起来很稳,质量好|发货快
train_0437,口感平平，另外尺码偏小，大一号合适,建议买大一码|味道一般
train_0438,没什么特别，同时发货速度一流,发货快|味道一般
train_0439,物美价廉,性价比高
train_0440,跟以前买的不一样，像假的，另外穿上很显身材,疑似假货|版型好看
train_0441,性价比很高，很新鲜，香味怪怪的,香味不对|很新鲜|性价比高
train_0442,颜值很高。怀疑买到假货了,外观好看|疑似假货
train_0443,面料很差。性价比很高。可能是假货,面料差|性价比高|疑似假货
train_0444,面料摸起来很廉价,面料差
train_0445,建议买大一码,建议买大一码
train_0446,香味自然不刺鼻，比别家贵不少,香味纯正|价格贵
train_0447,香味浓郁。做工很精致,香味纯正|做工细致
train_0448,上脚舒服。口感平平。这款偏小，建议拍大一号,建议买大一码|味道一般|穿着舒适
train_0449,上脚舒服，同时可能是假货,穿着舒适|疑似假货
train_0450,穿上很显身材，而且香味浓郁，而且客服没人管,客服差|香味纯正|版型好看
train_0451,香味浓郁，另外发货速度一流，另外样子非常好看,香味纯正|发货快|外观好看
train_0452,不像正品,疑似非正品
train_0453,很新鲜，同时做工马马虎虎,很新鲜|做工粗糙
train_0454,性价比很高，同时用一会就发热,性价比高|容易发热
train_0455,鞋垫粘歪了,鞋垫不平
train_0456,闻起来不对劲，同时很好吃,香味不对|味道不错
train_0457,怀疑买到假货了，包装像高仿的,疑似假货|疑似非正品
train_0458,细节处理得很好,做工细致
train_0459,香味浓郁,香味纯正
train_0460,散热很好，而且这款偏小，建议拍大一号,不发烫|建议买大一码
train_0461,电量很扛用，同时缝线歪歪扭扭,做工粗糙|续航久
train_0462,价钱有点高，充满能用好几天，味道不咋地,续航久|味道一般|价格贵
train_0463,味道正,味道不错
train_0464,怀疑是假货,疑似非正品
train_0465,不怎么发热，另外日期很新，很新鲜，另外用起来很稳,很新鲜|不发烫|质量好
train_0466,款式时尚好看,外观好看
train_0467,容易发烫，而且鞋垫有点硌脚，而且走线缝合得很整齐,鞋垫不平|做工细致|容易发热
train_0468,版型好看,版型好看
train_0469,口感平平，而且食材很新鲜，而且很快就出故障了,味道一般|很新鲜|容易坏
train_0470,做工很精致,做工细致
train_0471,用几天就坏了，尺码刚刚好，布料摸起来舒服,面料不错|尺码合适|容易坏
train_0472,可能是假货,疑似假货
train_0473,味道正，而且衣服下摆容易卷起来，而且剪裁很正,容易卷边|味道不错|版型好看
train_0474,细节处理得很好。大小正好,尺码合适|做工细致
train_0475,质量太差，容易坏,容易坏
train_0476,香精味太重，另外香味自然不刺鼻,香味纯正|香味不对
train_0477,不怎么发热,不发烫
train_0478,味道很不错。性价比不高，偏贵,味道不错|价格贵
train_0479,质量很好，同时尺码偏小，大一号合适,建议买大一码|质量好
train_0480,会卷边,容易卷边
train_0481,鞋垫不平整,鞋垫不平
train_0482,尺码合适，而且不像正品,尺码合适|疑似非正品
train_0483,外观很好看,外观好看
train_0484,很新鲜,很新鲜
train_0485,续航太差了，而且面料很好，而且口感平平,面料不错|续航差|味道一般
train_0486,质量太差，容易坏，而且版型显瘦,容易坏|版型好看
train_0487,面料很差。找客服也没人理。香气很纯正,面料差|香味纯正|客服差
train_0488,客服没人管,客服差
train_0489,很快就出故障了，同时版型好看,版型好看|容易坏
train_0490,客服没人管,客服差
train_0491,做工细致，另外外观很好看，另外面料很好,面料不错|做工细致|外观好看
train_0492,大小正好，而且发货也很快,尺码合适|发货快
train_0493,正常码穿不了，要买大点。颜值很高,外观好看|建议买大一码
train_0494,版型显瘦。做工细致,做工细致|版型好看
train_0495,尺码合适,尺码合适
train_0496,闻着很香。料子不行，容易起球,面料差|香味纯正
train_0497,散热很好。质量太差，容易坏,不发烫|容易坏
train_0498,日期很新，很新鲜,很新鲜
train_0499,口感很好，另外布料太差了,面料差|味道不错
train_0500,颜值很高,外观好看
train_0501,料子不行，容易起球，而且温度控制得很好,不发烫|面料差
train_0502,这款偏小，建议拍大一号，而且这个价位很值，而且外观很好看,外观好看|建议买大一码|性价比高
train_0503,质量很好，另外尺码偏小，大一号合适，另外一个星期就坏了,建议买大一码|质量好|容易坏
train_0504,感觉不是正品,疑似非正品
train_0505,发货速度一流，同时颜值很高，同时洗一次就卷边了,发货快|外观好看|容易卷边
train_0506,样子非常好看。客服没人管,客服差|外观好看
train_0507,发货也很快,发货快
train_0508,收到的都很新鲜，而且用一会就发热,很新鲜|容易发热
train_0509,很新鲜，而且边缘老是卷着,容易卷边|很新鲜
train_0510,香味怪怪的，而且质量可靠，而且会卷边,容易卷边|香味不对|质量好
train_0511,尺码合适，而且剪裁很正,尺码合适|版型好看
train_0512,穿着大小很合适,尺码合适
train_0513,外观很好看，做工很精致，跟以前买的不一样，像假的,疑似假货|外观好看|做工细致
train_0514,物流很快,发货快
train_0515,电量很扛用，续航太差了,续航差|续航久
train_0516,味道正,味道不错
train_0517,闻着很香,香味纯正
train_0518,很新鲜,很新鲜
train_0519,尺码偏小，大一号合适，而且面料很好，而且闻起来不对劲,建议买大一码|香味不对|面料不错
train_0520,很好吃，而且味道不咋地,味道不错|味道一般
train_0521,上脚舒服,穿着舒适
train_0522,不知道是不是假的，同时尺码偏小，大一号合适,建议买大一码|疑似假货
train_0523,这款偏小，建议拍大一号，另外物流很快,发货快|建议买大一码
train_0524,很快就出故障了，而且可能是假货，而且这个价位很值,容易坏|性价比高|疑似假货
train_0525,容易发烫,容易发热
train_0526,鞋垫有点硌脚，而且性价比不高，偏贵,价格贵|鞋垫不平
train_0527,样子非常好看,外观好看
train_0528,布料摸起来舒服，而且香气跟以前不一样，而且鞋垫不平整,香味不对|鞋垫不平|面料不错
train_0529,不像正品,疑似非正品
train_0530,散热很好，而且做工扎实，而且很快就出故障了,不发烫|质量好|容易坏
train_0531,针脚都不齐，价格太贵了,价格贵|做工粗糙
train_0532,散热很好，同时物美价廉，同时发热严重,性价比高|不发烫|容易发热
train_0533,散热很好,不发烫
train_0534,发货速度一流。面料很差。走线缝合得很整齐,发货快|面料差|做工细致
train_0535,发热严重,容易发热
train_0536,没什么特别,味道一般
train_0537,发热严重，同时做工扎实，同时口感平平,容易发热|味道一般|质量好
train_0538,味道一般,味道一般
train_0539,香气很纯正。布料太差了,香味纯正|面料差
train_0540,续航很久,续航久
train_0541,用一会就发热,容易发热
train_0542,用一会就发热，味道不咋地,容易发热|味道一般
train_0543,味道很不错，颜值很高,味道不错|外观好看
train_0544,温度控制得很好，另外大小正好，另外性价比不高，偏贵,不发烫|价格贵|尺码合适
train_0545,穿着大小很合适，而且不知道是不是假的,疑似假货|尺码合适
train_0546,鞋垫有点硌脚，同时做工粗糙,做工粗糙|鞋垫不平
train_0547,走线缝合得很整齐，而且针脚都不齐,做工细致|做工粗糙
train_0548,不知道是不是假的。做工马马虎虎。玩一会儿就很烫,做工粗糙|疑似假货|容易发热
train_0549,比别家贵不少，而且味道一般,味道一般|价格贵
train_0550,质量可靠，而且可能是假货,质量好|疑似假货
train_0551,性价比不高，偏贵,价格贵
train_0552,发货也很快，同时香气跟以前不一样，同时这个价位很值,香味不对|性价比高|发货快
train_0553,穿着很舒适，同时性价比很高，同时电池耐用,续航久|穿着舒适|性价比高
train_0554,性价比很高,性价比高
train_0555,这个价位很值，而且续航太差了,性价比高|续航差
train_0556,很快就出故障了，同时大小正好,尺码合适|容易坏
train_0557,找客服也没人理，而且食材很新鲜,很新鲜|客服差
train_0558,细节处理得很好，另外一会儿就没电了，另外针脚都不齐,续航差|做工细致|做工粗糙
train_0559,半天就要充电，另外尺码偏小，大一号合适，另外怀疑买到假货了,建议买大一码|疑似假货|续航差
train_0560,版型好看，而且包装像高仿的，而且价钱有点高,价格贵|版型好看|疑似非正品
train_0561,发货也很快,发货快
train_0562,半天就要充电,续航差
train_0563,穿着很舒适。香精味太重。发货速度一流,发货快|香味不对|穿着舒适
train_0564,玩一会儿就很烫。可能是假货,疑似假货|容易发热
train_0565,鞋垫粘歪了，这款偏小，建议拍大一号，版型好看,版型好看|鞋垫不平|建议买大一码
train_0566,料子不行，容易起球，另外鞋垫粘歪了，另外走线缝合得很整齐,面料差|做工细致|鞋垫不平
train_0567,性价比不高，偏贵，这个价位很值，上脚舒服,穿着舒适|性价比高|价格贵
train_0568,容易发烫，同时质量很好,容易发热|质量好
train_0569,连续用也不烫手，另外发热严重,不发烫|容易发热
train_0570,电池不耐用，同时做工很精致，同时闻着很香,续航差|做工细致|香味纯正
train_0571,面料很好，而且这款偏小，建议拍大一号,面料不错|建议买大一码
train_0572,性价比很高，面料质感很棒,面料不错|性价比高
train_0573,版型显瘦，而且用起来很稳,质量好|版型好看
train_0574,香味怪怪的,香味不对
train_0575,性价比不高，偏贵,价格贵
train_0576,质量可靠。很好吃,质量好|味道不错
train_0577,续航很久，另外做工很精致,续航久|做工细致
train_0578,闻着很香，味道不咋地，收到的都很新鲜,很新鲜|味道一般|香味纯正
train_0579,大小正好，而且不怎么发热,不发烫|尺码合适
train_0580,半天就要充电，另外颜值很高，另外味道很不错,外观好看|续航差|味道不错
train_0581,电池耐用,续航久
train_0582,颜值很高,外观好看
train_0583,质量可靠，同时充满能用好几天,质量好|续航久
train_0584,售后一直联系不上。很好吃,客服差|味道不错
train_0585,连续用也不烫手,不发烫
train_0586,穿着很舒适，同时续航太差了，同时洗一次就卷边了,穿着舒适|容易卷边|续航差
train_0587,电池耐用。找客服也没人理,客服差|续航久
train_0588,性价比不高，偏贵,价格贵
train_0589,当天就发货了，另外连续用也不烫手，另外面料质感很棒,发货快|面料不错|不发烫
train_0590,价钱有点高，同时不像正品，同时做工扎实,价格贵|疑似非正品|质量好
train_0591,味道一般，同时衣服下摆容易卷起来，同时闻着很香,容易卷边|香味纯正|味道一般
train_0592,面料很差，而且可能是假货，而且鞋垫不平整,鞋垫不平|疑似假货|面料差
train_0593,闻着很香，另外边缘老是卷着，另外正常码穿不了，要买大点,香味纯正|容易卷边|建议买大一码
train_0594,性价比很高,性价比高
train_0595,上脚舒服，另外做工粗糙，另外价格不贵还好用,穿着舒适|做工粗糙|性价比高
train_0596,香味浓郁,香味纯正
train_0597,玩一会儿就很烫,容易发热
train_0598,物流很快，同时用一会就发热,发货快|容易发热
train_0599,充满能用好几天，而且味道一般，而且用一会就发热,味道一般|容易发热|续航久
